DataSize,Time,Algorithm
500,0.509697437286377,AFC
500,1.0495350360870361,FlowLF
500,0.07370138168334961,FlowDBSCAN
500,0.13709807395935059,ScaleFC
600,0.6603071689605713,AFC
600,1.1334199905395508,FlowLF
600,0.0734395980834961,FlowDBSCAN
600,0.15534210205078125,ScaleFC
700,0.8310728073120117,AFC
700,1.1744050979614258,FlowLF
700,0.08186674118041992,FlowDBSCAN
700,0.1573188304901123,ScaleFC
800,0.9508476257324219,AFC
800,1.3499069213867188,FlowLF
800,0.08220195770263672,FlowDBSCAN
800,0.1644279956817627,ScaleFC
900,1.013885736465454,AFC
900,1.4745757579803467,FlowLF
900,0.10525727272033691,FlowDBSCAN
900,0.21754932403564453,ScaleFC
1000,1.2877764701843262,AFC
1000,1.7906036376953125,FlowLF
1000,0.09149837493896484,FlowDBSCAN
1000,0.20563626289367676,ScaleFC
1100,1.470468282699585,AFC
1100,1.9082520008087158,FlowLF
1100,0.08836555480957031,FlowDBSCAN
1100,0.22846531867980957,ScaleFC
1200,1.6867084503173828,AFC
1200,3.1787476539611816,FlowLF
1200,0.12755823135375977,FlowDBSCAN
1200,0.24990105628967285,ScaleFC
1300,2.145691394805908,AFC
1300,2.3087775707244873,FlowLF
1300,0.10004401206970215,FlowDBSCAN
1300,0.2808229923248291,ScaleFC
1400,2.8308537006378174,AFC
1400,4.087728261947632,FlowLF
1400,0.1246030330657959,FlowDBSCAN
1400,0.3274869918823242,ScaleFC
1500,3.4157462120056152,AFC
1500,4.048890113830566,FlowLF
1500,0.150709867477417,FlowDBSCAN
1500,0.346834659576416,ScaleFC
1600,3.3403587341308594,AFC
1600,4.374574661254883,FlowLF
1600,0.14159011840820312,FlowDBSCAN
1600,0.39372801780700684,ScaleFC
1700,4.322873592376709,AFC
1700,3.6149580478668213,FlowLF
1700,0.1218099594116211,FlowDBSCAN
1700,0.4201335906982422,ScaleFC
1800,4.1542487144470215,AFC
1800,3.7943832874298096,FlowLF
1800,0.1441199779510498,FlowDBSCAN
1800,0.4742753505706787,ScaleFC
1900,4.959161043167114,AFC
1900,4.110433101654053,FlowLF
1900,0.16498255729675293,FlowDBSCAN
1900,0.5118792057037354,ScaleFC
2000,4.802027702331543,AFC
2000,4.481266021728516,FlowLF
2000,0.15872597694396973,FlowDBSCAN
2000,0.5435566902160645,ScaleFC
2100,5.7162675857543945,AFC
2100,5.078094244003296,FlowLF
2100,0.17090559005737305,FlowDBSCAN
2100,0.4471435546875,ScaleFC
2200,5.630868673324585,AFC
2200,5.236876010894775,FlowLF
2200,0.19442510604858398,FlowDBSCAN
2200,0.6802351474761963,ScaleFC
2300,6.206461668014526,AFC
2300,5.63314414024353,FlowLF
2300,0.21369266510009766,FlowDBSCAN
2300,0.7209019660949707,ScaleFC
2400,6.2983996868133545,AFC
2400,5.941655874252319,FlowLF
2400,0.2254042625427246,FlowDBSCAN
2400,0.7786669731140137,ScaleFC
2500,6.079468488693237,AFC
2500,6.408110857009888,FlowLF
2500,0.24873781204223633,FlowDBSCAN
2500,0.8489618301391602,ScaleFC
2600,6.724877119064331,AFC
2600,6.8141326904296875,FlowLF
2600,0.22670578956604004,FlowDBSCAN
2600,0.7045843601226807,ScaleFC
2700,9.679689168930054,AFC
2700,7.4967427253723145,FlowLF
2700,0.25792717933654785,FlowDBSCAN
2700,0.7618205547332764,ScaleFC
2800,10.326038360595703,AFC
2800,8.177479267120361,FlowLF
2800,0.30758118629455566,FlowDBSCAN
2800,1.0039653778076172,ScaleFC
2900,10.775086402893066,AFC
2900,8.579853057861328,FlowLF
2900,0.32096195220947266,FlowDBSCAN
2900,1.1055750846862793,ScaleFC
3000,11.628619194030762,AFC
3000,9.258333683013916,FlowLF
3000,0.33931469917297363,FlowDBSCAN
3000,1.167170524597168,ScaleFC
3100,12.340875625610352,AFC
3100,10.255608558654785,FlowLF
3100,0.3155527114868164,FlowDBSCAN
3100,0.9331648349761963,ScaleFC
3200,13.66122031211853,AFC
3200,12.32024335861206,FlowLF
3200,0.4373466968536377,FlowDBSCAN
3200,0.9616444110870361,ScaleFC
3300,13.910623788833618,AFC
3300,12.347793817520142,FlowLF
3300,0.3524494171142578,FlowDBSCAN
3300,1.06551194190979,ScaleFC
3400,14.805944442749023,AFC
3400,12.9627366065979,FlowLF
3400,0.44441723823547363,FlowDBSCAN
3400,1.470245599746704,ScaleFC
3500,15.55183482170105,AFC
3500,13.97192096710205,FlowLF
3500,0.3978757858276367,FlowDBSCAN
3500,1.1645832061767578,ScaleFC
3600,17.330787420272827,AFC
3600,15.008369207382202,FlowLF
3600,0.42983031272888184,FlowDBSCAN
3600,1.3086957931518555,ScaleFC
3700,17.75776433944702,AFC
3700,15.454255104064941,FlowLF
3700,0.47724366188049316,FlowDBSCAN
3700,1.281578540802002,ScaleFC
3800,18.762328386306763,AFC
3800,16.472315788269043,FlowLF
3800,0.4569406509399414,FlowDBSCAN
3800,1.3110074996948242,ScaleFC
3900,20.245973587036133,AFC
3900,17.842583179473877,FlowLF
3900,0.5289063453674316,FlowDBSCAN
3900,1.3913121223449707,ScaleFC
4000,21.539607524871826,AFC
4000,20.300837755203247,FlowLF
4000,0.5520138740539551,FlowDBSCAN
4000,1.5321791172027588,ScaleFC
4100,22.94871234893799,AFC
4100,19.96648406982422,FlowLF
4100,0.5838971138000488,FlowDBSCAN
4100,1.6301202774047852,ScaleFC
4200,24.45318865776062,AFC
4200,20.532519578933716,FlowLF
4200,0.7130978107452393,FlowDBSCAN
4200,1.872187614440918,ScaleFC
4300,25.308093309402466,AFC
4300,20.652069568634033,FlowLF
4300,0.8314261436462402,FlowDBSCAN
4300,1.6848368644714355,ScaleFC
4400,25.57389211654663,AFC
4400,20.225307941436768,FlowLF
4400,0.6810314655303955,FlowDBSCAN
4400,1.7810468673706055,ScaleFC
4500,26.5692400932312,AFC
4500,21.285006999969482,FlowLF
4500,0.6699960231781006,FlowDBSCAN
4500,1.9632508754730225,ScaleFC
4600,27.29071569442749,AFC
4600,22.736724853515625,FlowLF
4600,0.7220544815063477,FlowDBSCAN
4600,2.5396344661712646,ScaleFC
4700,28.708137273788452,AFC
4700,22.393792390823364,FlowLF
4700,0.7840218544006348,FlowDBSCAN
4700,1.997488260269165,ScaleFC
4800,30.323689222335815,AFC
4800,25.714725971221924,FlowLF
4800,1.2166118621826172,FlowDBSCAN
4800,2.3683130741119385,ScaleFC
4900,32.67326211929321,AFC
4900,25.181390285491943,FlowLF
4900,1.0067803859710693,FlowDBSCAN
4900,2.1782772541046143,ScaleFC
5000,33.83613109588623,AFC
5000,28.03513765335083,FlowLF
5000,1.0318903923034668,FlowDBSCAN
5000,2.379364252090454,ScaleFC
